uid,facname,factype,latitude,longitude
107428,P.S. 316 Elijah Stroud,Elementary School - Public,40.674573,-73.960911
104844,P.S. 043,K-8 School - Public,40.594062,-73.761393
41661,Beginning With Children Charter II,Charter School,40.703602,-73.953697
101780,Uft Secondary Charter Sch,Charter School,40.659744,-73.885656
68279,Queens Satellite High School For Opportunity,High school - Public,40.708266,-73.79958
182457,Williamsburg Collegiate Cs-Annex,Charter School,40.677391,-73.942076
61728,World Academy For Total Community Health High School,High school - Public,40.666862,-73.895127
125617,P.S. 032 Samuel Mills Sprole,Elementary School - Public,40.680238,-73.990735
136722,Icahn Charter School 6,K-8 School - Charter,40.841185,-73.898478
137918,"P.S./M.S. 20 P.O.George J. Werdann, IIi",K-8 School - Public,40.869579,-73.878724
113812,Kipp Infinity Charter School,Charter School,40.819822,-73.957063
34569,Bedford Park Elementary School,Elementary School - Public,40.872319,-73.876074
126867,Hyde Leadership Charter School,Charter School,40.817338,-73.888122
69154,IS 192 And Playground,Intermediate School,40.704564,-73.752506
75011,P.S. 103 Hector Fontanez,Elementary School - Public,40.89213,-73.861784
109745,High School For Excellence And Innovation,High school - Public,40.865631,-73.925113
94375,P.S. 163 Bath Beach,K-8 School - Public,40.606646,-74.007631
87509,Forest Hills High School,High school - Public,40.729782,-73.844761
92257,Clara Barton High School,High school - Public,40.669083,-73.961436
115395,P.S./M.S 042 R. Vernam,K-8 School - Public,40.594545,-73.794837
31675,P.S. 178 Saint Clair Mckelway,K-8 School - Public,40.675228,-73.915363
73214,P.S. 076 The Bennington School,Elementary School - Public,40.869225,-73.861003
103354,P.S. 189 The Bilingual Center,K-8 School - Public,40.665426,-73.92567
192714,Brooklyn Dreams Charter School,Charter School,40.632079,-73.969756
122611,P.S. 307 Daniel Hale Williams,Elementary School - Public,40.701747,-73.981656
115870,North Queens Community High School,High school - Public,40.720683,-73.819518
123878,Paula Hedbavny School,K-8 School - Public,40.871456,-73.911746
69827,P.S. 81q Jean Paul Richter,Elementary School - Public,40.703836,-73.911997
31748,P.S. 377 Alejandrina B. De Gautier,K-8 School - Public,40.693811,-73.914892
87019,Medgar Evers College Preparatory School,Secondary School - Public,40.666896,-73.952133
136286,P.S. 194 Countee Cullen,Elementary School - Public,40.821262,-73.940805
92731,P.S. 022 Thomas Jefferson,Elementary School - Public,40.761783,-73.810932
77670,P.S. 019 Marino Jeantet,Elementary School - Public,40.735877,-73.878624
84938,P.S. 033 Edward M. Funk,Elementary School - Public,40.727108,-73.734506
79961,P.S. 082 Hammond,Elementary School - Public,40.692535,-73.798227
136168,P.S. 199 Jessie Isador Straus,Elementary School - Public,40.777764,-73.984734
74483,Leadership Prep Ocean Hill Middle,Charter School,40.672279,-73.906075
115129,P.S. 204 Vince Lombardi,Elementary School - Public,40.613683,-74.006364
85571,P.S. 216 Arturo Toscanini,Elementary School - Public,40.590229,-73.969778
57684,Accion Academy,Junior High-Intermediate-Middle School - Public,40.842595,-73.890993
46792,P.S. 046 Arthur Tappan,K-8 School - Public,40.831556,-73.93617
110830,East Harlem Scholars Academy Charter School II,Elementary School - Charter,40.793734,-73.948622
61238,Key Collegiate Charter School,Charter School,40.665179,-73.910306
86827,New Visions Charter High School For Advanced Math And Science IIi,High school - Charter,40.593497,-73.93671
90066,Eleanor Roosevelt High School,High school - Public,40.770287,-73.95327
24534,P.S. 087 Bronx,Elementary School - Public,40.895483,-73.846006
101585,Special Music School,K-12 all grades School - Public,40.775251,-73.982969
62837,Lucero Elementary School,Elementary School - Public,40.840348,-73.915764
164110,Forsyth Alt HS-Outdoor Space,Alternative High School,40.722261,-73.990057
138641,P.S. 051 Bronx New School,Elementary School - Public,40.850646,-73.886581
159130,PS 257 And Playground,Elementary School,40.702339,-73.941234
129447,Academy For Careers In Television And Film,High school - Public,40.742727,-73.959373
102955,Harlem Prep Charter School,K-12 all grades School - Charter,40.788683,-73.944768
73100,P.S. 304 Early Childhood School,Elementary School - Public,40.827173,-73.829173
123801,Inwood Academy For Leadershipcharter,Charter School,40.862302,-73.919293
33778,Bronx Charter School For Better Learning,Elementary School - Charter,40.884414,-73.839656
108431,PS 29,Elementary School,40.613912,-74.116209
54860,P.S. 264 Bay Ridge Elementary School For The Arts,Elementary School - Public,40.621021,-74.02965
32324,Kings Collegiate Charter School,Charter School,40.657871,-73.920036
107569,P.S. 046 Alley Pond,Elementary School - Public,40.745349,-73.75789
193738,P.S. 008 Luis Belliard,Elementary School - Public,40.839335,-73.936588
104800,P.S./I.S. 208,K-8 School - Public,40.744241,-73.727397
87494,P.S. 138 Samuel Randall,Elementary School - Public,40.822385,-73.852686
60366,P.S. 199 Frederick Wachtel,Elementary School - Public,40.616374,-73.963046
125897,The Hunts Point School,Junior High-Intermediate-Middle School - Public,40.815869,-73.885308
72507,Success Academy Charter School-NYC 6,Charter School,40.684153,-73.873639
167655,Bronx Charter Sch For Excellence 4,Charter School,40.88812,-73.863522
101393,I.S. 364 Gateway,Junior High-Intermediate-Middle School - Public,40.647468,-73.877967
70662,P.S. 175 The Lynn Gross Discovery School,Elementary School - Public,40.730894,-73.852584
143385,High School For Health Professions And Human Services,High school - Public,40.732666,-73.982583
34714,P.S. 046 Edgar Allan Poe,Elementary School - Public,40.858383,-73.886994
27040,M.S. 113 Ronald Edmonds Learning Center,Junior High-Intermediate-Middle School - Public,40.688532,-73.971473
137337,P.S. 091 Bronx,Elementary School - Public,40.857688,-73.907819
34576,Pan American International High School At Monroe,High school - Public,40.832034,-73.878476
92547,P.S. 188 Michael E. Berdy,Elementary School - Public,40.576826,-74.000504
83386,Bronx Global Learning Institute For Girls Charter School,K-8 School - Charter,40.823004,-73.92284
1400,The Boerum Hill School For International Studies,Secondary School - Public,40.685158,-73.993651
116471,Satellite Academy High School,High school - Public,40.74742,-73.990556
134926,Sisulu-Walker Charter School,Charter School,40.802048,-73.951381
163371,Girls Prep Charter School,Charter School,40.719718,-73.977454
129994,Girls Preparatory Charter School Of New York,K-8 School - Charter,40.719872,-73.977359
18519,South Bronx Classical Charter Sch Iv,Charter School,40.82952,-73.906178
123541,Transportable Classroom Units,School,40.816991,-73.912462
8291,P.S. 066 School Of Higher Expectations,Elementary School - Public,40.831371,-73.886601
154428,Our Lady Of Peace D.C.C,Elementary School,40.675933,-73.985546
60213,P.S. 203 Floyd Bennett School,Elementary School - Public,40.621877,-73.925701
83381,P.S./M.S. 031 The William Lloyd Garrison,K-8 School - Public,40.82257,-73.921515
65451,Storefront Academy Charter School,Charter School,40.81492,-73.908612
136320,Kappa Iv,Junior High-Intermediate-Middle School - Public,40.817275,-73.947241
101738,The Uft Charter School,High school - Charter,40.659744,-73.885656
61812,Liberty Avenue Middle School,Junior High-Intermediate-Middle School - Public,40.676946,-73.883839
139839,Girls Prep Charter School Of NY Ms,Charter School,40.729384,-73.982501
99564,I.S. 281 Joseph B Cavallaro,Junior High-Intermediate-Middle School - Public,40.594402,-73.993858
103779,P.S. 221 Toussaint L'Ouverture,Elementary School - Public,40.663933,-73.936057
8443,High School For Violin And Dance,High school - Public,40.82726,-73.903853
73052,P.S. 020 Anna Silver,Elementary School - Public,40.721272,-73.986309
73290,Mott Hall Bronx High School,High school - Public,40.839461,-73.901871
96942,Achievement First Charter School 11,Charter School,40.677396,-73.941936
181660,Francis Lewis High School,High school - Public,40.740736,-73.794038
4241,Secondary School For Journalism,High school - Public,40.669308,-73.978695
81115,P.S. 041 Crocheron,Elementary School - Public,40.770003,-73.771048
110837,Uncommon Leadership Charter HS,Charter School,40.69302,-73.869078
75480,Icahn Charter School 2,K-8 School - Charter,40.845039,-73.857991
180450,Pan American International High School,High school - Public,40.74336,-73.871498
102949,Dream Charter School,Charter School,40.789292,-73.944379
76406,P.S. 160 Walt Disney,Elementary School - Public,40.864148,-73.823948
197115,Success Acad Charter Sch-Union Squar,Charter School,40.735477,-73.98731
48041,Mott Hall Charter School,Junior High-Intermediate-Middle School - Charter,40.830983,-73.902161
112783,I.S. 250 The Robert F. Kennedy Community Middle School,Junior High-Intermediate-Middle School - Public,40.724209,-73.809041
87064,P.S. 044 Marcus Garvey,Elementary School - Public,40.686234,-73.940939
83442,Robert F. Kennedy Community High School,High school - Public,40.725342,-73.811345
131961,P.S. 112 Dutch Kills,Elementary School - Public,40.757202,-73.933941
58027,Art And Design High School,High school - Public,40.7593,-73.966356
60336,Edward R. Murrow High School,High school - Public,40.61977,-73.959107
81031,Voice Charter School Of New York,K-8 School - Charter,40.758566,-73.939179
94540,P.S. 183 Dr. Richard R. Green,K-8 School - Public,40.58945,-73.805914
5985,Success Academy Cs - Bensonhurst,Charter School,40.607989,-73.984972
123765,Bushwick Leaders High School For Academic Excellence,High school - Public,40.695364,-73.927439
169290,P.S. 108 Captain Vincent G. Fowler,Elementary School - Public,40.679206,-73.831024
99544,P.S. 101 The Verrazano,Elementary School - Public,40.597529,-73.991929
136047,M.S. 260 Clinton School Writers & Artists,Secondary School - Public,40.736123,-73.992347
98579,"Mathematics, Science Research And Technology Magnet High School",High school - Public,40.698401,-73.746213
123297,Our World Neighborhood Cs 2,Charter School,40.671274,-73.855879
30133,Harlem Children's Zone Promise Academy II Charter School,K-12 all grades School - Charter,40.806978,-73.93861
104342,P.S. 121 Throop,Elementary School - Public,40.867014,-73.850604
109772,Professor Juan Bosch Public School,Elementary School - Public,40.859241,-73.928303
64162,P.S. 161 Arthur Ashe School,Elementary School - Public,40.690425,-73.821006
156238,Equality Charter High School,Charter School,40.821117,-73.849726
153676,Leadership Prep Canarsie Charter Sch,Charter School,40.644072,-73.892664
21779,Independence High School,High school - Public,40.767871,-73.988634
61251,P.S./I.S. 323,K-8 School - Public,40.666321,-73.911235
97055,P.S. 223 Lyndon B. Johnson,Elementary School - Public,40.674537,-73.790289
141266,P.S. 219 Kennedy-King,Elementary School - Public,40.659016,-73.922512
82677,Khalil Gibran International Academy,High school - Public,40.68614,-73.979857
121686,Richard R. Green High School Of Teaching,High school - Public,40.70544,-74.012887
103538,P.S. 192 Jacob H. Schiff,Elementary School - Public,40.820993,-73.953069
117367,P.S. 175 Henry H Garnet,Elementary School - Public,40.814292,-73.942677
78977,Harlem Village Academy West 2 Cs,Charter School,40.806709,-73.945592
151623,New Visions Chtr HS-Adv Ma/Sci Iv,Charter School,40.674746,-73.783242
114706,P.S./I.S. 217 Roosevelt Island,K-8 School - Public,40.764038,-73.94843
103400,Unity Preparatory Upper Charter Scho,Charter School,40.666217,-73.923876
79963,P.S. 035 Nathaniel Woodhull,Elementary School - Public,40.713561,-73.768856
134944,Girls Preparatory Charter School Bro,Charter School,40.822084,-73.90722
71173,P.S. 079 Francis Lewis,Elementary School - Public,40.78622,-73.817537
84358,Unity Center For Urban Technologies,High school - Public,40.74647,-73.980994
5544,Launch Expeditionary Learning Charter School,Junior High-Intermediate-Middle School - Charter,40.675768,-73.93522
39856,Brooklyn Collegiate: A College Board School,High school - Public,40.674491,-73.91326
109755,Inwood Early College For Health And Information Technologies,High school - Public,40.865631,-73.925113
131185,Capital Prep (Cp) Harlem Charter,Charter School,40.792863,-73.951535
77200,Albert Shanker School For Visual And Performing Arts,Junior High-Intermediate-Middle School - Public,40.766083,-73.930099
131579,Community Voices Middle School,Junior High-Intermediate-Middle School - Public,40.664994,-73.759252
125194,School Of The Future High School,Secondary School - Public,40.739115,-73.985314
61907,P.S. 065 Mother Hale Academy,Elementary School - Public,40.807719,-73.912797
136328,Success Acad Charter School-Harlem 5,Charter School,40.820096,-73.944392
163292,J.H.S. 278 Marine Park,Junior High-Intermediate-Middle School - Public,40.606691,-73.938653
115499,IS 24 Annex,Special Education School,40.564026,-74.151504
9383,Liberation Diploma Plus,High school - Public,40.577143,-73.985676
32246,Lyons Community School,Secondary School - Public,40.709757,-73.944495
68227,P.S. Q016 The Nancy Debenedittis School,Elementary School - Public,40.74901,-73.860602
68893,Newtown High School,High school - Public,40.740805,-73.874107
123494,P.S. 184m Shuang Wen,K-8 School - Public,40.711357,-73.985524
124333,P.S. 149 Danny Kaye,Elementary School - Public,40.669356,-73.892759
123456,Kappa,Junior High-Intermediate-Middle School - Public,40.8337,-73.903949
104914,Harriet Tubman Charter School,Charter School,40.832185,-73.90568
162965,Icahn Charter School 6,Charter School,40.841123,-73.898201
4166,P.S. 001 The Bergen,Elementary School - Public,40.648586,-74.009696
87442,"The High School For Enterprise, Business And Technology",High school - Public,40.711725,-73.939269
83257,PS 722 (Otc),Educational Skills Center,40.620842,-74.077007
137542,High School M560 - City As School,High school - Public,40.729064,-74.006142
83788,P.S. 253,Elementary School - Public,40.580015,-73.961837
133973,J.H.S. 104 Simon Baruch,Junior High-Intermediate-Middle School - Public,40.735725,-73.980633
5292,Leadership Prep Bedford Stuyvesant,Charter School,40.681812,-73.946267
116802,P.S. 212 Midtown West,Elementary School - Public,40.761347,-73.98865
103394,Brownsville Academy High School,High school - Public,40.666217,-73.923876
31590,PS 181,Intermediate School,40.670837,-73.938971
80414,Bedford Academy High School,High school - Public,40.685483,-73.954017
47723,P.S. 030 Hernandez/Hughes,Elementary School - Public,40.805682,-73.935404
85978,P.S. 195,Elementary School - Public,40.830795,-73.877399
92486,High School Of Sports Management,High school - Public,40.593591,-73.986157
5328,Brooklyn Brownstone School,Elementary School - Public,40.68165,-73.935747
68274,M.S. 358,Junior High-Intermediate-Middle School - Public,40.708475,-73.798368
72357,P.S. 175 City Island,K-8 School - Public,40.843781,-73.784759
122547,Jerome Parker Campus (R043),Public School,40.581536,-74.159385
107686,I.S. 303 Herbert S. Eisenberg,Junior High-Intermediate-Middle School - Public,40.582486,-73.972165
103442,P.S. 011 William T. Harris,Elementary School - Public,40.744179,-74.00075
154314,PS 114  & Playground,Elementary School,40.642324,-73.907358
86124,P.S. 159,Elementary School - Public,40.76982,-73.783819
96907,P.S. 006 Lillie D. Blake,Elementary School - Public,40.777665,-73.960483
42606,Bglig-Shirley Rodriguez-Remeneski Cs,Charter School,40.823098,-73.922953
107363,Robert H. Goddard High School Of Communication Arts And Technology,High school - Public,40.671005,-73.845718
90100,P.S. 154 Jonathan D. Hyatt,Elementary School - Public,40.808259,-73.925778
1706,Harry S Truman High School,High school - Public,40.874099,-73.8323
72097,Children's Aid College Prep Charter School,Elementary School - Charter,40.843817,-73.890104
121190,PS 13,Elementary School,40.613129,-74.069119
105908,New Design High School,High school - Public,40.717341,-73.989323
5523,Explore Exceed Charter School,K-8 School - Charter,40.677021,-73.960053
115581,"Urban Assembly School Of Design And Construction, The",High school - Public,40.765673,-73.993167
125855,P.S. 067 Charles A. Dorsey,Elementary School - Public,40.69524,-73.977817
60312,P.S. 193 Gil Hodges,Elementary School - Public,40.621827,-73.950272
75470,P.S. 083 Donald Hertz,K-8 School - Public,40.848739,-73.858478
63401,Pelham Academy Of Academics And Community Engagement,Junior High-Intermediate-Middle School - Public,40.862349,-73.864853
112784,P.S. 154 Queens,Elementary School - Public,40.726564,-73.807459
169303,PS 8,Elementary School,40.839329,-73.936643
104939,Academy For Language And Technology,High school - Public,40.849464,-73.915519
95970,P.S. 011 Purvis J. Behan,Elementary School - Public,40.685547,-73.965882
133989,P.S. 040 Augustus Saint-Gaudens,Elementary School - Public,40.735318,-73.981544
99297,Pelham Preparatory Academy,High school - Public,40.860381,-73.860302
29508,P.S. 217 Colonel David Marcus School,Elementary School - Public,40.633619,-73.966298
31448,Bedford Stuy Collegiate Chart Annex,Charter School,40.684709,-73.947271
161678,P.S. 203 Oakland Gardens,Elementary School - Public,40.753595,-73.76002
96881,Townsend Harris High School,High school - Public,40.734976,-73.821357
135775,M.S. 302 Luisa Dessus Cruz,Junior High-Intermediate-Middle School - Public,40.815984,-73.901816
95930,P.S. 102 Bayview,K-8 School - Public,40.733205,-73.87807
74506,Invictus Preparatory Charter School,Junior High-Intermediate-Middle School - Charter,40.670153,-73.874523
131095,South Brooklyn Community High School,High school - Public,40.677798,-74.014178
112546,Brooklyn Theatre Arts High School,High school - Public,40.633717,-73.917621
161489,Brooklyn Prospect Charter School-Cli,Charter School,40.692552,-73.958339
61787,East New York Middle School Of Excellence,Junior High-Intermediate-Middle School - Public,40.669542,-73.879194
134742,P.S. 150,Elementary School - Public,40.718284,-74.010969
7419,P.S. 255 Barbara Reing School,Elementary School - Public,40.604395,-73.955923
177969,Brooklyn Prospect Charter,Charter School,40.692072,-73.985504
92495,P.S. 016 Leonard Dunkly,Elementary School - Public,40.70589,-73.962075
83361,Kipp Academy Charter School,K-12 all grades School - Charter,40.82257,-73.921515
131582,P.S. 251 Queens,Elementary School - Public,40.664994,-73.759252
104833,PS 126,Elementary School,40.836309,-73.927924
148062,P.S. X140 The Eagle School,Elementary School - Public,40.823376,-73.90747
115599,Food And Finance High School,High school - Public,40.765673,-73.993167
63481,New World High School,High school - Public,40.88822,-73.852669
138387,Jonas Bronck Academy,Junior High-Intermediate-Middle School - Public,40.861032,-73.891509
116789,Business Of Sports School,High school - Public,40.763798,-73.990398
155349,P.S./I.S. 045 Horace E. Greene,K-8 School - Public,40.68665,-73.910214
176011,Academic High School,Academic High School,40.711454,-73.77165
123697,Bronx Health Sciences High School,High school - Public,40.874099,-73.8323
106881,Soundview Academy For Culture And Scholarship,Junior High-Intermediate-Middle School - Public,40.823479,-73.859903
8466,P.S. 212,K-8 School - Public,40.828617,-73.900057
77491,PS 12,Elementary School,40.84045,-73.844606
85996,P.S. 066 Jacqueline Kennedy Onassis,Elementary School - Public,40.697952,-73.846093
41536,P.S. 153 Maspeth Elem,Elementary School - Public,40.716406,-73.904086
169729,P.S./M.S. 11x498 - Van Nest Academy,K-8 School - Public,40.845039,-73.857991
113271,Red Hook Neighborhood School,Elementary School - Public,40.677845,-74.004865
73182,P.S. 045 Clarence Witherspoon,Elementary School - Public,40.671974,-73.78879
63963,P.S. 070,Elementary School - Public,40.761826,-73.913896
104760,Glen Oaks Athletic Field,Elementary School,40.743785,-73.726412
138669,Samara Community School,Elementary School - Public,40.834226,-73.887115
5971,Pelham Lab High School,High school - Public,40.839941,-73.83914
140399,Uncommon New York City Cs #1,Charter School,40.677479,-73.941796
198630,The Seeall Academy,K-8 School - Public,40.626607,-73.989499
58934,P.S. 124 Osmond A Church,K-8 School - Public,40.665432,-73.811356
8690,Bronx Academy For Software Engineering (Base),High school - Public,40.855248,-73.882505
67562,I.S. 227 Louis Armstrong,Junior High-Intermediate-Middle School - Public,40.757935,-73.874695
5465,P.S. 308 Clara Cardwell,K-8 School - Public,40.688346,-73.935321
148911,Peninsula Prep Acad Charter Sch,Charter School,40.601108,-73.752384
97766,High School For Law Enforcement And Public Safety,High school - Public,40.685947,-73.783438
105987,PS 130 & Playground,Elementary School,40.719034,-73.998122
103549,PS 192 And Mini-School,Elementary School,40.820915,-73.95306
113145,Aviation Career & Technical Education High School,High school - Public,40.658384,-73.809568
89544,Information Technology High School,High school - Public,40.748512,-73.946471
5934,P.S. 075 Mayda Cortiella,Elementary School - Public,40.693164,-73.921143
197427,Herbert H. Lehman High School,High school - Public,40.839941,-73.83914
155886,Growing Up Green Charter School II,Charter School,40.713102,-73.807509
99298,Bronxdale High School,High school - Public,40.860381,-73.860302
91249,Village Academy,Junior High-Intermediate-Middle School - Public,40.603942,-73.7498
180432,P.S. 078 Anne Hutchinson,Elementary School - Public,40.878491,-73.850594
63400,Bronx Park Middle School,Junior High-Intermediate-Middle School - Public,40.862349,-73.864853
118682,John V Lindsay Wildcat Acad Charter,Charter School,40.705295,-74.016043
62395,Dr R Izquierdo Health/Science Charte,Charter School,40.827512,-73.900327
170526,Excellence Boys Charter Middle Acad,Charter School,40.683422,-73.926014
193715,Harlem Chldrn Zone Academy II,Charter School,40.807179,-73.939038
77530,P.S. 127 Mckinley Park,Elementary School - Public,40.623791,-74.018591
136969,Science And Technology Academy: A Mott Hall School,Junior High-Intermediate-Middle School - Public,40.828117,-73.917621
143387,Manhattan Comprehensive Night And Day High School,High school - Public,40.732684,-73.98432
105792,Amber Charter School East Harlem,Charter School,40.791043,-73.94384
123505,Manhattan Charter School II,Elementary School - Charter,40.713378,-73.986216
167803,P.S. 110,Elementary School - Public,40.745603,-73.866801
69160,P.S. 136 Roy Wilkins,Elementary School - Public,40.698726,-73.752599
20283,P.S. 056 Harry Eichler,Elementary School - Public,40.699073,-73.835593
58101,P.S. 143 Louis Armstrong,Elementary School - Public,40.755801,-73.855963
19435,The Academy Of Urban Planning And Engineering,High school - Public,40.696813,-73.911847
48135,P.S. 181 Brookfield,Elementary School - Public,40.655717,-73.752993
105043,High School Of American Studies At Lehman College,High school - Public,40.874772,-73.895199
164624,PS 43,Elementary School,40.593815,-73.760678
103031,J.H.S. 054 Booker T. Washington,Junior High-Intermediate-Middle School - Public,40.800534,-73.962779
137220,P.S. 049 Willis Avenue,Elementary School - Public,40.810346,-73.922656
77314,Excellence Girls Charter School,K-12 all grades School - Charter,40.688119,-73.924395
63504,P.S. 021 Philip H. Sheridan,Elementary School - Public,40.88788,-73.859492
81077,P.S. 305 Dr. Peter Ray,Elementary School - Public,40.685738,-73.945262
104747,Creedmoor Hospital,Intermediate School,40.735632,-73.727896
94662,P.S. 081 Robert J. Christen,Elementary School - Public,40.90354,-73.904773
113795,Urban Assembly Academy For Future Leaders,Junior High-Intermediate-Middle School - Public,40.815707,-73.955626
103182,Brooklyn Scholars Charter School,Charter School,40.669484,-73.867308
25602,P.S. 131 Abigail Adams,Elementary School - Public,40.717161,-73.793844000000007
115214,P.S. 184 Newport,K-8 School - Public,40.660225,-73.90496
137089,P.S. 132 Juan Pablo Duarte,Elementary School - Public,40.850544,-73.93394
130275,PS 6 And Playground,Elementary School,40.510185,-74.23014
94448,High School For Youth And Community Development At Erasmus,High school - Public,40.649579,-73.957105
154383,Bronx Little School,Elementary School - Public,40.838197,-73.866045
77094,Kingsborough Early College School,Secondary School - Public,40.580301,-73.9351
5560,Success Acad Charter Sch-Prospect,Charter School,40.674237,-73.951323
77110,Providing Urban Learners Success In Education High School,High school - Public,40.84831,-73.893574
80087,Excelsior Preparatory High School,High school - Public,40.668078,-73.757867
75000,"The Marie Curie School For Medicine, Nursing, And Health Professions",High school - Public,40.875585,-73.901511
96637,P.S. 219 Paul Klapper,K-8 School - Public,40.737401,-73.823736
107642,Comprehensive Model School Project M.S. 327,Secondary School - Public,40.843164,-73.916178
78936,PS 79 & Playground (Jop),Elementary School,40.802689,-73.942241
102745,Hamilton Heights School,Elementary School - Public,40.826479,-73.94754
103718,Cypress Hills Ascend Charter,Charter School,40.681186,-73.867042
89232,"I.S. 349 Math, Science & Tech.",Junior High-Intermediate-Middle School - Public,40.700957,-73.92767
33311,Bushwick Ascend Charter School,Charter School,40.693884,-73.908718
129623,"Archimedes Academy For Math, Science And Technology Applications",Secondary School - Public,40.814967,-73.856072
137100,PS 132,Elementary School,40.850823,-73.933045
113823,The Gordon Parks School,K-8 School - Public,40.675066,-73.736245
123487,University Neighborhood Middle School,Junior High-Intermediate-Middle School - Public,40.713378,-73.986216
8440,New Visions Chtr HS-Adv Ma/Sci II,Charter School,40.821798,-73.902825000000007
112986,PS 69,Elementary School,40.591228,-74.157555
68253,I.S. 061 Leonardo Da Vinci,Junior High-Intermediate-Middle School - Public,40.742125,-73.862702
107658,Dreamyard Preparatory School,High school - Public,40.839581,-73.911303
84442,Elementary School,Elementary School,40.744071,-73.984456
68241,PS 28,Elementary School,40.746991,-73.854553
107684,Coney Island Prep Public Charter Sch,Charter School,40.582486,-73.972165
62398,"Metropolitan High School, The",High school - Public,40.827455,-73.897153
80088,Queens Preparatory Academy,High school - Public,40.668078,-73.757867
8443,High School For Violin And Dance,High school - Public,40.82726,-73.903853
8625,Renaissance Charter High School For Innovation,High school - Charter,40.785119,-73.942246
34741,School For Excellence,High school - Public,40.82726,-73.903853
103917,Citizens Of The World Charter School New York 2 Crown Heights,Elementary School - Charter,40.663933,-73.936057
30126,Democracy Prep Harlem Charter School,K-12 all grades School - Charter,40.805915,-73.951902
68273,P.S. 182 Samantha Smith,Elementary School - Public,40.706807,-73.803231
71624,The James J. Ambrose School,Elementary School - Public,40.743892,-73.709321
163675,Success Acad Charter Sch-Hell's Kitc,Charter School,40.763722,-73.990775
91365,J.H.S. 098 Herman Ridder,Junior High-Intermediate-Middle School - Public,40.836304,-73.890646
105781,Brooklyn Institute For Liberal Arts,High school - Public,40.65899,-73.943273
62353,Crotona Academy High School,High school - Public,40.829309,-73.892246
32428,Energy Tech High School,High school - Public,40.75654,-73.932632
81798,Redwood Middle School,Junior High-Intermediate-Middle School - Public,40.674916,-73.775603
83341,PS 30,Elementary School,40.617993,-74.133075
8306,Fannie Lou Hamer Middle School,Junior High-Intermediate-Middle School - Public,40.831371,-73.886601
75039,P.S. 199x - The Shakespeare School,Elementary School - Public,40.843506,-73.920656
162984,Kipp Freedom Charter School,Charter School,40.857879,-73.903971
91277,Success Academy Charter School - Far Rockaway,Elementary School - Charter,40.603942,-73.7498
4993,P.S. 105 The Blythebourne,Elementary School - Public,40.633238,-74.003528
30115,Forte Preparatory Academy Charter,Charter School,40.759307,-73.861558
111554,Manhattan Early College School For Advertising,High school - Public,40.711254,-74.001642
134774,P.S. 155 William Paca,Elementary School - Public,40.797507,-73.936142
61862,Academic Leadership Charter School,K-8 School - Charter,40.807719,-73.912797
4156,P.S. 503: The School Of Discovery,Elementary School - Public,40.641955,-74.019375
40315,East Harlem Scholars Acad Charter,Charter School,40.790145,-73.94246
31855,All City Leadership Secondary School,Secondary School - Public,40.697452,-73.913752
61556,School Of The Future Brooklyn,Junior High-Intermediate-Middle School - Public,40.665554,-73.897632
167909,South Bronx Classical Charter School,Charter School,40.822231,-73.894319
118174,Riverdale / Kingsbridge Academy (Middle School / High School 141),Secondary School - Public,40.887848,-73.91401
151597,Hamilton Grange Middle School,Junior High-Intermediate-Middle School - Public,40.820993,-73.953069
75638,P.S. K134,Elementary School - Public,40.632123,-73.973184
1399,P.S. 185 Walter Kassenbrock,Elementary School - Public,40.623618,-74.033521
133943,P.S. 163 Alfred E. Smith,Elementary School - Public,40.794873,-73.968543
76405,Equality Charter School,Charter School,40.864322,-73.824136
119116,Leadership Preparatory Brownsville Charter School,K-8 School - Charter,40.655764,-73.906688
157144,The Global Learning Collaborative,High school - Public,40.785965,-73.97405
59773,P.S. 207 Elizabeth G. Leary,K-8 School - Public,40.613769,-73.930285
86834,New Visions Chtr HS-Adv Ma/Sci IIi,Charter School,40.593497,-73.93671
193700,Democracy Prep Harlem Chrtr  Elem,Charter School,40.80722,-73.939089
105703,P.S. 063 Author's Academy,Elementary School - Public,40.830983,-73.902161
167489,P.S. 123 Mahalia Jackson,K-8 School - Public,40.820175,-73.944466
115784,P.S. 051 Elias Howe,Elementary School - Public,40.761674,-73.99561
115674,Tottenville HS & Af,Academic High School,40.527543,-74.192957
50367,Family Life Academy Charter Sch IIi,Charter School,40.816301,-73.930149
87494,P.S. 138 Samuel Randall,Elementary School - Public,40.822385,-73.852686
137086,Dos Puentes Elementary School,Elementary School - Public,40.850544,-73.93394
193719,The Urban Assembly School For Global Commerce,High school - Public,40.806978,-73.93861
105833,I.S. 285 Meyer Levin,Junior High-Intermediate-Middle School - Public,40.647449,-73.920721
31810,Success Academy Charter School - Bensonhurst - New York 3,Elementary School - Charter,40.607989,-73.984972
107677,Claremont International HS,High school - Public,40.839581,-73.911303
103239,P.S. 257 John F. Hylan,Elementary School - Public,40.702804,-73.941486
103696,P.S. 021 Crispus Attucks,Elementary School - Public,40.680399,-73.926326
193830,Washington Heights Expeditionary Learning School,K-12 all grades School - Public,40.848946,-73.931509
5417,The Brooklyn Academy Of Global Finance,High school - Public,40.691539,-73.933211
138575,Fordham High School For The Arts,High school - Public,40.859514,-73.888599
98583,Benjamin Franklin High School For Finance & Information Technology,High school - Public,40.698401,-73.746213
